sub,task,run,cens1mm,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21,frame22,frame23,frame24,frame25,frame26,frame27,frame28,frame29,frame30,frame31,frame32,frame33,frame34,frame35,frame36,frame37,frame38,frame39,frame40,frame41,frame42,frame43,frame44,frame45,frame46,frame47,frame48,frame49,frame50,frame51,frame52,frame53,frame54,frame55,frame56,frame57,frame58,frame59,frame60
sub-kLat025,task-sline,run-1,0.08333333333333333,NA,0.0683,0.2167,0.2516,0.6453,0.0864,0.2125,0.0761,0.1495,0.1542,0.2121,0.2676,0.5119,0.135,0.1764,0.3812,0.8205,1.4302,1.0991,0.3023,0.3025,0.2284,0.2166,0.0745,0.081,0.2584,0.2168,0.2153,0.133,0.097,0.1904,0.4993,0.1285,0.1883,0.1307,0.0796,0.0965,0.1304,0.1032,0.1074,0.0978,0.1346,0.1573,0.1855,0.4965,2.729,5.0443,2.0296,0.5252,0.7585,0.3375,0.1141,0.1207,0.1535,0.2808,0.0669,0.0401,0.3564,0.8124,0.4491
sub-kLat001,task-sline,run-1,0.1,NA,0.1597,0.2523,0.2415,0.1935,0.09,0.049,0.0999,0.0511,0.0628,0.0547,0.1302,0.0677,0.0359,0.0678,0.0954,0.3663,0.9406,0.7408,0.0332,0.0684,0.0707,0.082,0.0829,0.2186,0.2434,0.195,0.1126,0.1171,0.13,0.1566,0.1171,0.1821,0.1652,0.7274,1.5233,1.0954,0.3181,0.142,0.1249,0.0378,0.1424,0.1096,0.2114,0.3181,0.2783,0.2903,6.3752,11.9302,5.1676,1.467,0.3159,0.1406,0.0731,0.1299,0.1818,0.329,0.3577,0.6606,0.7878
sub-kLat001,task-sline,run-3,0.1,NA,0.2527,0.6343,0.6464,4.9572,9.8407,4.3366,0.8371,0.3078,0.2289,0.2094,0.1555,0.192,0.1575,0.2401,0.5646,0.8093,0.1495,0.1294,0.4275,0.2876,0.3086,0.2926,0.176,0.1028,0.102,0.1695,0.1461,0.0702,0.0909,0.0554,0.1047,0.9092,2.0538,4.4323,2.3904,0.3955,0.3083,0.0176,0.1365,0.15310000000000001,0.2,0.2936,0.5485,0.6894,0.2783,0.2079,0.1083,0.1778,0.1143,0.9176,0.9192,0.5584,0.0971,0.1128,0.4132,0.5719,0.265,0.4439,0.9047
sub-kLat002,task-sline,run-4,0.1,NA,0.4758,0.3485,0.9514,0.5485,1.1891,1.2277,0.8774,0.2381,0.3004,0.754,0.1648,0.0426,0.0845,0.1739,0.3785,0.4151,0.8594,0.6675,0.5175,0.1867,0.1384,0.248,0.4223,0.1222,0.2707,0.3566,0.1921,0.4586,0.4637,0.4198,0.1885,0.1882,0.1795,0.0677,0.1943,0.1141,0.123,0.0819,0.0432,0.0519,0.1002,0.1056,0.1663,0.2599,0.6287,1.2571,3.4998,4.1231,1.1137,0.2032,0.1395,0.0651,0.2397,0.2812,0.226,0.2246,0.2282,0.4713,0.5347
sub-kLat005,task-sline,run-2,0.1,NA,0.3321,0.2259,0.207,0.4973,0.6473,1.3535,0.475,0.361,0.3646,0.2301,0.3634,0.4569,0.2014,0.1194,0.5902,0.628,0.2139,0.3279,0.4229,0.8411,0.22,0.1517,0.0224,0.2816,0.061,0.111,0.1173,0.1157,0.4041,0.6252,0.6222,0.9559,1.2646,0.9844,0.8389,0.4895,0.3485,0.6139,0.3168,0.1878,0.1228,0.4005,0.5468,1.3046,2.0452,1.469,1.1695,0.4134,0.3163,0.6954,0.2803,0.1313,0.1285,0.3544,0.1366,0.1296,0.2652,0.4006,0.6436
sub-kLat005,task-sline,run-4,0.1,NA,0.3079,0.6657,1.0613,0.8501,0.1733,0.332,0.1933,0.1807,0.3663,0.9179,1.606,0.9087,0.1751,0.1364,1.0493,1.2275,0.3374,0.2631,0.7306,0.8642,0.6677,0.5316,0.6484,0.0757,0.1055,0.0857,0.0947,0.2477,0.5445,0.4567,0.8434,0.9394,1.4135,0.7561,0.2609,0.4862,0.2718,0.3544,0.7438,0.4433,0.0983,0.087,0.2267,0.6216,0.7829,0.2559,0.5191,0.7638,0.5386,0.492,0.2792,0.23,0.1102,0.0738,0.0815,0.1465,0.3709,0.6699,1.1185
sub-kLat012,task-sline,run-3,0.1,NA,0.1353,0.092,0.2355,0.2382,0.1562,0.4518,0.443,0.2522,0.3199,0.1997,0.4598,0.0962,0.2595,0.3004,0.1938,0.1678,0.4204,0.1191,0.0972,0.2452,0.2067,0.5935,0.2871,0.9069,0.2783,0.45,0.9642,1.2737,0.7393,0.2059,0.2093,0.3326,1.2508,5.3963,6.4183,2.4168,0.5365,0.2444,0.5759,0.2791,0.3725,0.1377,0.5215,0.7089,0.6358,0.2739,0.4846,0.7573,0.3849,0.0736,0.018,0.0744,0.1669,0.3702,0.1827,0.1667,0.3953,0.3359,1.0091
sub-kLat022,task-sline,run-1,0.1,NA,0.1203,0.1031,0.1659,0.1241,0.2327,0.1888,0.1666,0.0379,0.0293,0.0338,0.0582,0.0272,0.0453,7.2929,9.0953,3.8849,2.7727,0.5342,0.7438,0.5542,0.2007,0.0672,0.0649,0.0237,0.0654,0.0604,0.4435,0.1278,0.1058,0.0917,0.092,0.0568,0.0701,0.0823,0.0825,0.0534,0.1001,0.0677,0.072,0.0308,0.1924,0.0646,0.1696,0.4095,0.3149,0.4046,2.7557,3.0771,0.3651,0.117,0.2153,0.1378,0.1145,0.1339,0.0895,0.1123,0.1837,0.506,0.397
sub-kLat001,task-sline,run-2,0.11666666666666667,NA,1.4949,1.0695,0.9483,0.2283,0.5521,0.4374,0.7383,0.916,0.3096,0.7483,0.8686,1.1462,0.9396,0.2726,0.095,0.0783,0.1992,0.2038,0.1475,0.1349,0.2135,0.1652,0.0839,0.009,0.0437,0.0533,0.1833,0.0868,0.1043,0.0995,0.0408,0.0612,1.4859,1.8482,0.5456,0.732,0.2069,0.1051,0.1089,0.0516,0.5557,1.7784,1.3552,0.4024,0.1021,0.115,0.1553,0.2012,0.4931,0.5239,0.4428,0.2431,0.946,0.8813,0.2724,0.1579,0.3346,0.3031,0.291
sub-kLat002,task-sline,run-3,0.11666666666666667,NA,0.1639,0.1554,0.5801,0.8854,0.3191,0.1274,0.0583,0.111,0.1387,0.5469,1.0372,1.052,0.3864,0.1612,0.6091,0.4555,0.8215,0.8939,0.9455,0.2925,0.322,0.1503,0.1708,0.0671,0.0773,0.0618,0.1112,0.212,0.2534,0.3761,0.6095,0.8365,0.395,0.1456,0.352,0.2622,0.1051,0.0969,0.1288,0.1515,0.1494,0.2085,0.3066,0.2548,0.2048,0.7115,1.552,0.9181,0.2979,0.1841,0.2424,0.0385,0.0715,0.1202,4.4968,5.9501,3.9593,2.212,0.7992
sub-kLat005,task-sline,run-3,0.11666666666666667,NA,0.4526,0.6667,0.8848,0.6007,0.8227,0.4909,0.585,0.3522,0.247,0.1309,0.1309,0.0984,0.0827,0.1589,0.2485,1.0002,1.494,1.0471,2.4023,1.2744,0.4886,0.1497,0.123,0.3415,0.2532,0.3198,0.2432,0.1583,0.4076,0.2129,0.1292,0.541,0.6684,0.447,0.98,0.3829,0.1668,0.2739,0.498,0.3907,0.3688,0.1549,0.127,0.3674,0.739,0.335,0.3177,0.6535,0.4184,0.467,0.2168,0.124,0.0987,0.0555,0.0466,0.1118,0.4233,1.2726,1.4191
sub-kLat015,task-sline,run-3,0.11666666666666667,NA,0.6839,2.7213,3.242,2.7374,2.5216,1.2017,0.4411,0.229,0.2483,0.3846,0.1224,0.1188,0.1204,0.2924,0.1857,0.9053,1.0996,0.2834,0.4326,0.1958,0.0579,0.1457,0.2481,0.3291,0.2472,0.1412,0.1475,0.1319,0.1948,0.4326,0.0617,0.409,0.2776,0.5681,0.2341,0.3236,0.1347,0.1758,0.0942,0.1007,0.1296,0.1708,0.1075,0.1751,0.114,0.1267,0.5683,1.0393,0.5436,0.2152,0.4783,0.2161,0.0692,0.1177,0.112,0.1679,0.2453,0.4277,0.4936
sub-kLat028,task-sline,run-1,0.11666666666666667,NA,0.4377,0.6928,0.5849,0.6214,1.0712,1.3257,1.0142,0.2207,0.3997,0.6828,0.2563,0.2486,0.3028,0.051,1.3638,2.5472,0.9372,0.9743,0.9585,0.5585,0.3847,0.0685,0.3375,0.1725,0.4042,0.8587,0.7287,0.277,0.2155,0.9605,1.6465,0.6392,0.2645,0.4956,0.6891,0.1251,0.1535,0.1442,0.3653,0.8737,0.8164,0.4741,1.1103,0.6691,0.8296,0.4637,0.1306,0.5329,0.8797,0.2505,0.541,0.4827,0.6153,0.6048,0.1354,0.1789,0.6053,0.6133,0.5749
sub-kLat051,task-sline,run-3,0.11666666666666667,NA,0.2016,0.1833,0.2641,1.1132,1.7512,0.9981,0.205,0.6418,0.7821,0.6927,0.3527,0.5417,1.0104,0.808,0.3953,0.5471,0.4152,0.316,0.8884,0.9679,0.7761,0.4105,0.287,0.1591,0.1145,0.1353,0.1007,0.1213,0.4418,0.6962,0.3525,0.44,0.672,0.4406,0.2745,0.2613,0.3293,0.212,0.2031,0.4479,0.427,0.2183,0.3091,0.2064,0.2026,0.2089,1.0748,1.0152,3.6133,3.0984,0.5186,0.1848,0.1669,0.2216,0.1692,0.6461,0.7453,0.5056,0.2246
sub-kLat059,task-sline,run-3,0.11666666666666667,NA,0.3328,0.5296,1.2169,0.5393,0.1065,0.138,0.2111,0.15,0.3281,0.30620000000000003,0.1338,0.2007,0.3392,0.1564,0.6423,1.4408,0.7923,0.1879,0.2376,0.258,0.3386,0.2828,0.201,0.2787,0.1563,0.1046,0.3951,0.1418,0.2724,0.4465,0.1996,0.2786,0.606,0.2414,0.1612,0.1311,0.1004,0.0869,0.1003,0.1053,0.1024,0.0478,0.1161,1.4208,2.6701,1.4015,0.6837,1.3683,1.9884,0.6239,0.1436,0.1359,0.109,0.1327,0.1418,0.1902,0.2732,0.6644,0.5259
sub-kLat001,task-sline,run-4,0.13333333333333333,NA,5.5958,5.8599,0.8458,1.7457,2.6349,1.6357,0.463,0.1817,0.1893,0.1527,0.2769,0.1727,0.1859,0.2434,0.1925,0.431,0.4023,0.2179,0.4042,0.1425,0.1663,0.0733,0.0709,0.1084,0.1294,0.112,0.067,0.0757,0.1429,0.1817,0.19,1.7348,2.255,0.6034,0.8121,0.4847,0.4341,0.3898,0.3534,0.5852,0.4505,0.0834,0.2224,0.207,0.1172,0.1936,0.1363,0.0623,0.1891,0.5598,1.1278,0.8674,0.4238,0.1823,0.1478,0.1627,0.0736,0.1474,0.1374
sub-kLat003,task-sline,run-3,0.13333333333333333,NA,0.2075,0.2184,0.3759,0.5102,0.2457,0.1214,0.1934,0.2033,0.0729,0.1008,0.1578,0.0953,0.3736,0.1788,0.3451,0.3641,0.5902,0.863,0.1923,0.1775,0.3727,0.0848,0.1313,0.0866,0.3272,0.85,1.0427,0.495,0.7,0.6141,0.1949,0.44,0.4195,0.2755,0.1986,0.1453,0.0746,0.4471,0.1494,0.1006,0.1228,0.1282,0.3213,1.0945,1.3523,2.3984,2.0203,0.1747,0.1411,0.1706,0.125,0.4792,0.0965,0.0598,0.2262,0.1351,2.297,6.3015,5.2906
sub-kLat013,task-sline,run-5,0.13333333333333333,NA,0.2471,0.1577,0.1639,0.1349,0.1005,0.2256,0.1284,0.1344,0.2225,0.5781,0.7274,0.4311,0.1491,0.109,0.0857,0.2198,0.079,0.2507,3.3561,6.4872,2.8098,0.6205,0.2961,0.146,0.2437,0.2798,0.2828,0.2355,0.1565,0.1161,0.1407,0.0713,0.1063,0.078,0.0686,0.1794,0.2246,0.1538,0.0956,0.0256,0.0697,0.176,0.18,0.2201,0.1131,0.0788,0.1091,2.3319,3.6893,1.8481,0.7211,0.4291,0.5129,0.0856,0.2555,1.0459,1.278,0.8238,0.4513
sub-kLat019,task-sline,run-2,0.13333333333333333,NA,0.0766,0.1044,0.0783,0.1926,0.1522,0.1117,0.0847,0.0646,0.3795,0.8827,0.8169,0.462,0.3597,0.3414,0.2119,0.0994,0.1352,0.1197,0.1427,0.0684,0.1543,0.068,0.1231,0.0825,0.1988,0.0916,0.3663,0.0851,0.0714,0.0893,0.1271,0.2257,0.2084,0.1573,0.8322,1.3274,0.9385,1.5701,9.9508,10.9252,1.1677,0.182,0.1452,0.1744,0.2655,1.8246,1.6871,2.7084,0.5806,0.2059,0.1935,0.0542,0.0499,0.0983,0.131,0.1075,0.1344,0.1686,0.1763
sub-kLat027,task-sline,run-4,0.13333333333333333,NA,0.2426,0.1349,0.2155,0.2673,0.4936,0.1947,0.6817,0.1859,0.2696,0.103,0.0592,0.0665,0.0678,0.1176,0.6827,1.0769,0.9478,0.2949,0.1043,0.2236,0.1637,0.2975,0.4801,0.3134,0.7802,1.2449,0.5911,0.2748,0.7755,2.1754,1.5243,0.2451,0.4354,0.2494,0.2317,0.5295,0.2097,0.2316,0.2594,0.2268,0.1471,0.2321,1.1531,1.4689,0.819,1.0814,0.1937,0.4603,0.23,0.1249,0.3217,0.333,0.6594,0.3673,0.6763,0.8728,0.4825,0.7066,1.1978
sub-kLat028,task-sline,run-3,0.13333333333333333,NA,1.694,2.1471,1.5708,1.1591,0.8467,0.442,0.2322,0.2195,0.263,0.1281,0.4397,0.4449,0.1826,0.1594,0.2763,0.4561,0.4735,0.825,0.2978,0.6351,0.4539,0.2365,0.1483,0.1311,0.1678,0.246,0.2441,0.1224,0.1958,0.3777,0.6419,0.2732,0.3492,0.2038,0.2094,0.282,0.3821,0.2008,0.1505,0.1095,0.0696,0.1288,0.462,0.9711,0.574,1.5909,3.1545,7.6652,3.5274,0.9631,0.148,0.2363,0.5402,0.1211,0.2176,0.196,0.2027,0.4859,0.7942
sub-kLat029,task-sline,run-3,0.13333333333333333,NA,0.0947,0.154,0.1964,0.524,0.9127,0.6223,0.195,0.1878,0.0536,0.2181,0.1639,0.0802,0.1354,0.1151,0.3233,0.3717,0.294,0.2587,0.5267,1.1671,0.6756,0.152,0.0606,0.0793,0.0501,0.0877,0.0393,0.0543,0.0695,0.2001,0.2401,0.0702,0.1216,0.0731,0.0115,0.0448,0.0901,0.9141,1.5801,1.412,0.5712,0.414,0.8413,2.59,2.0413,0.5388,0.1274,0.0462,0.0592,0.0526,0.0776,0.0829,0.0579,0.0679,0.1044,0.1077,3.1051,6.1583,3.2936
sub-kLat034,task-sline,run-3,0.13333333333333333,NA,0.2984,0.8751,0.783,0.4655,0.9147,0.5497,0.0691,0.1578,0.1935,0.1342,0.1619,0.4639,0.5333,0.1365,0.4114,0.4518,0.8653,0.7813,1.334,0.448,0.5569,0.2368,0.2828,0.3623,0.4542,0.2236,0.431,0.761,0.3112,1.0379,1.1312,0.7651,0.4291,0.7249,0.2537,0.7646,1.6445,1.1523,0.4315,0.7827,0.727,0.4476,0.5056,0.8383,2.7968,4.8916,2.7391,0.6206,0.852,0.7974,0.4195,0.2511,0.4775,0.2867,0.2938,0.1879,0.5647,0.7341,0.7919
sub-kLat036,task-sline,run-2,0.13333333333333333,NA,0.2164,0.1469,0.115,0.7027,1.2728,0.3195,0.2926,0.2745,0.8369,0.2014,0.9611,0.3018,0.4463,0.2862,3.1983,0.5337,4.9578,0.8343,2.4573,0.0242,0.6724,0.0551,0.159,0.1221,0.1658,0.1609,0.1804,0.0786,0.3958,0.2737,0.1484,1.0238,0.3913,0.3168,1.5655,0.1771,0.5659,0.627,0.3806,0.5207,0.6533,0.5377,0.7329,0.4981,1.0282,0.3751,1.2286,0.4341,0.3557,0.1288,0.2236,0.1084,0.5821,0.3006,0.7875,0.0733,0.4369,0.2608,0.1613
sub-kLat051,task-sline,run-2,0.13333333333333333,NA,0.3197,0.1491,0.4864,0.5517,1.0556,1.2044,1.9426,0.9585,0.8253,0.1254,0.2252,0.2595,0.5449,0.5734,0.4227,0.2589,0.2076,0.422,0.6584,1.8831,2.2168,2.0153,2.4247,0.5636,0.3829,0.0653,0.1221,0.2667,0.6559,1.3765,0.2585,0.1715,0.561,0.7005,0.7434,0.5469,0.2526,0.1147,0.249,0.1634,0.3924,0.7393,0.5604,0.7083,0.5732,0.2545,0.297,0.9169,0.5849,0.6508,0.6534,0.24,0.2032,0.6964,0.9423,0.2898,0.2312,0.159,0.1474
sub-kLat022,task-sline,run-4,0.15,NA,0.1368,0.867,0.7219,2.4023,5.6164,3.4178,0.2193,0.4873,0.0692,0.028,0.0437,0.0564,0.0564,0.0421,0.6179,0.8025,0.2084,0.3719,0.1246,0.0928,0.0942,0.0667,0.0759,0.0528,0.0381,0.0441,0.0318,0.0469,0.1119,1.0407,0.9611,1.119,1.8347,1.4662,0.8755,0.1479,0.1113,0.0564,0.07,0.0494,0.082,0.171,0.5904,0.7525,0.6454,0.2863,0.1312,0.0794,0.1424,0.0919,0.0782,0.0356,0.0526,0.0089,0.1036,0.1483,0.2625,1.0676,1.8638
sub-kLat032,task-sline,run-4,0.15,NA,0.5326,0.9362,1.8736,2.927,1.2979,7.0596,18.5519,1.426,0.2839,0.1603,0.0732,0.0453,0.1827,0.1453,0.5437,0.8741,0.5789,0.2805,0.1369,0.256,0.4151,0.2573,0.3409,0.2328,0.0732,0.1573,0.0756,0.0524,0.3387,0.2502,0.1166,0.5202,0.6415,0.1432,0.2421,0.2285,0.0557,0.0851,0.0713,0.0564,0.0687,0.053900000000000003,0.2147,5.1923,3.7312,1.4723,0.3483,0.2103,0.2951,0.1223,0.097,0.0443,0.0899,0.0763,0.0953,0.0592,0.2147,0.1252,0.2447
sub-kLat050,task-sline,run-1,0.15,NA,0.1852,0.2117,0.4205,0.9058,1.9479,1.2565,0.336,0.1457,0.1062,0.2689,0.0708,0.042,0.1369,0.1608,1.299,2.4543,1.488,0.3716,0.5488,0.2321,0.6452,0.2005,0.1103,0.1257,0.1603,0.138,0.1392,0.1052,0.3175,0.9452,0.9641,1.566,1.1451,0.2761,0.2939,0.27,0.844,0.7509,0.3895,0.402,0.2031,0.1652,0.3258,0.5609,1.6492,1.2935,0.1413,0.5365,0.5743,0.483,0.4652,0.1959,0.195,0.1009,0.1066,0.1887,0.3924,0.2652,0.4339
sub-kLat012,task-sline,run-1,0.16666666666666666,NA,0.2221,0.1774,0.2144,0.5425,1.6554,1.8236,0.9147,0.2024,0.0798,0.0582,0.1458,0.1973,0.2441,0.6239,0.2142,0.1684,0.1197,0.9115,1.4856,2.6316,2.0118,1.0261,0.2602,0.2221,0.1125,0.0699,0.2408,0.0654,0.3643,0.5786,1.268,0.4066,0.1614,0.1384,0.3086,0.186,0.1386,0.1462,0.1356,0.0937,0.1859,0.5211,0.1412,0.192,0.3555,0.4003,0.541,1.2739,0.4814,1.5987,0.9516,0.4905,0.276,0.1922,0.2869,0.7343,0.303,0.3264,9.8666
sub-kLat050,task-sline,run-5,0.16666666666666666,NA,0.3441,0.7333,0.5685,0.7209,0.8596,0.4309,0.3091,0.2581,0.2802,0.2151,0.4411,0.1953,0.269,0.1409,0.2004,0.4717,0.2378,0.8066,0.2654,0.1591,0.6218,0.0889,0.0131,0.1256,0.0717,0.1039,0.2447,0.1963,0.2846,0.2057,0.4783,0.2858,0.3683,0.5639,0.1372,0.0981,0.0793,0.1156,0.2025,0.2391,0.2054,0.1067,0.1009,0.0651,0.1754,1.4006,2.7222,3.4242,1.4891,1.5688,2.0618,1.5019,3.8929,2.7198,2.1674,0.073,0.462,0.6088,0.3831
sub-kLat009,task-sline,run-3,0.18333333333333332,NA,0.4623,0.6891,0.3172,0.2664,0.4671,1.0476,1.9137,1.5507,0.7392,0.7362,0.8337,0.2147,0.1921,0.1163,0.6472,0.7439,0.5005,0.2988,0.6377,0.2101,0.7207,1.4669,0.7656,0.3133,0.0931,0.2611,0.6158,0.2598,1.5447,2.4963,0.572,0.9736,1.1895,0.873,0.6424,0.159,0.1398,0.2164,0.3415,0.1038,0.1448,0.281,0.7454,1.3787,0.3799,0.3081,0.3439,0.2202,0.9736,1.1887,0.1498,1.2521,1.6415,0.1899,0.2067,0.5941,0.5989,0.4607,0.4152
sub-kLat013,task-sline,run-1,0.18333333333333332,NA,0.8245,0.7764,2.137,2.0769,7.7346,4.3876,0.7388,0.8618,0.1186,0.0979,0.1992,0.2645,0.4285,0.2336,0.132,0.0955,0.1741,0.1749,0.2269,0.1795,0.1594,0.1142,0.0948,0.1094,0.0429,0.0875,0.0976,0.0966,0.3194,0.5889,0.9124,4.7838,7.9487,2.0876,3.1051,0.2312,0.1228,0.1647,0.4195,0.0609,0.7195,1.8035,1.8078,0.6198,0.305,0.3427,0.317,0.3951,1.0223,0.4958,0.2244,0.1052,0.0838,0.1182,0.0995,0.1133,0.2231,0.3648,0.7306
sub-kLat020,task-sline,run-4,0.18333333333333332,NA,0.1665,0.2152,1.0577,1.772,1.2641,0.1829,0.0609,0.0411,0.0995,0.0604,0.105,0.0426,0.0602,0.0912,0.1101,0.0974,0.0881,0.3819,0.6845,0.5903,1.1288,1.0076,0.4243,0.5542,0.1979,0.2993,0.4098,0.3397,1.2096,2.3097,1.1457,1.1839,2.686,1.4723,0.3482,0.4983,0.1108,0.352,0.0361,0.0825,0.065,0.2153,0.0737,0.1529,0.3305,0.4744,0.6013,0.453,0.1416,0.0775,0.0914,0.0427,0.0827,0.043,0.051,0.1288,0.1082,0.0799,0.1286
sub-kLat028,task-sline,run-2,0.18333333333333332,NA,0.1234,0.2748,0.338,0.2731,0.3001,0.1876,0.3195,0.246,0.1125,0.072,0.1125,0.1471,0.1361,0.148,0.3499,1.0444,1.1441,0.2866,2.8245,2.3038,1.8517,1.447,0.4527,0.2995,0.1996,0.2964,0.1792,0.2146,0.3861,1.0614,0.5821,0.1426,0.125,0.0931,0.407,0.2743,0.1972,0.0822,0.1406,0.4447,0.1705,0.1483,0.228,0.332,1.505,1.5209,2.3026,1.1557,0.2677,0.1826,0.1833,0.4692,0.0975,0.1174,0.2736,0.1734,0.2996,0.5425,0.654
sub-kLat032,task-sline,run-3,0.18333333333333332,NA,1.6427,2.0295,0.2572,0.4111,0.618,1.7649,0.9845,0.1565,0.1422,0.1317,0.1593,0.2023,0.082,0.1038,0.133,0.1822,0.124,0.1521,0.1067,1.2419,12.786,27.7063,13.8256,0.8011,0.8782,0.1418,0.1086,0.2609,0.1396,0.5094,0.6561,0.8034,7.9023,8.3958,1.8448,0.3449,0.2313,0.2768,0.4586,0.2711,0.2082,0.0772,0.2446,0.2854,0.5521,0.2648,0.7591,0.9172,0.6585,1.0427,0.5097,0.1887,0.1387,0.1667,0.1467,0.1218,0.2469,0.1948,0.3977
sub-kLat038,task-sline,run-4,0.18333333333333332,NA,0.3047,0.5803,0.3854,0.6877,13.3599,9.9104,0.7098,0.1703,0.1104,0.2244,0.1345,0.1419,0.1401,0.1755,0.9788,0.2842,0.4581,0.651,19.9039,16.9094,0.8227,0.1561,0.1409,0.1745,0.0818,0.1274,0.0611,0.0621,0.524,0.4321,3.3633,1.638,1.5925,2.1818,1.4799,0.422,0.2661,0.1269,0.1019,0.17,0.0981,1.6202,1.1196,0.7678,0.248,0.4488,0.5878,0.3768,0.2285,0.2183,0.1381,0.2001,0.2237,0.1745,0.1148,0.1259,0.5707,0.4323,0.2763
sub-kLat050,task-sline,run-2,0.18333333333333332,NA,0.1818,0.1657,0.2398,0.3314,0.285,0.2569,0.3283,0.2966,0.5241,0.0414,0.2375,0.1746,0.0854,0.0643,0.4494,0.6998,0.7779,0.8152,0.30620000000000003,0.3939,0.3641,0.1845,0.4744,0.2027,0.1333,0.2752,0.1159,0.0981,0.3826,5.0712,9.2656,5.9278,4.3179,5.1732,4.1835,0.6812,0.5313,0.5371,0.6428,0.1498,0.0684,0.1324,0.1159,0.0925,0.3276,0.3219,1.2156,6.2876,15.4668,9.2676,1.2534,0.5608,0.3389,0.2024,0.4638,0.1681,0.1736,0.4099,0.345
sub-kLat010,task-sline,run-2,0.2,NA,0.9473,1.2973,0.8087,0.6851,0.8309,0.4661,0.4264,0.5789,0.4092,1.2379,0.6703,0.5185,0.2904,0.1652,0.3332,0.2753,0.6999,0.8502,0.7198,0.464,0.5504,0.8265,0.1402,0.1068,0.2091,0.1863,0.1809,0.2238,0.1208,0.1323,0.1649,0.096,1.1219,2.1128,1.2683,0.4544,0.144,0.3852,0.6037,0.2331,0.5183,0.7605,0.9932,4.2274,7.5925,6.8318,3.5206,8.979,10.0308,2.9025,0.4896,0.3371,0.2553,0.133,0.4277,0.6816,0.307,0.2404,0.558
sub-kLat012,task-sline,run-2,0.2,NA,2.4397,4.1366,11.0017,7.3902,1.0711,0.2746,0.9663,0.8158,0.3482,0.1824,0.1678,0.2332,0.3702,0.378,0.232,0.1595,0.2101,0.3181,0.2171,1.0135,1.7434,4.1985,3.1357,0.7064,0.177,0.1042,0.1781,0.1092,0.0646,0.1803,0.1552,0.1062,0.1472,0.1647,0.6267,1.1114,0.4022,0.1849,0.051,0.1104,0.1558,0.0479,0.2343,0.2696,0.2459,1.1127,0.8118,0.1843,0.4959,0.1474,0.1382,0.1142,0.5749,1.2106,0.6759,0.162,0.1394,0.1219,0.6597
sub-kLat025,task-sline,run-3,0.2,NA,0.1332,0.2773,2.3304,3.4436,0.8118,0.1807,0.1058,0.0802,0.1271,0.1841,0.292,0.1359,0.167,0.1106,0.4393,0.1786,0.278,0.503,2.0529,3.2921,1.9768,2.0563,1.4426,0.5872,0.4373,0.1929,0.3073,0.4837,0.7714,1.6273,1.0228,0.0876,0.1449,0.4547,0.1821,0.241,0.2405,0.1883,0.2,0.1724,0.1839,0.1641,0.1326,0.2157,0.2437,0.2852,0.3194,0.2101,0.1212,0.1823,0.1212,0.0647,0.0532,0.0837,0.175,0.24,1.4364,2.6657,1.5704
sub-kLat057,task-sline,run-1,0.2,NA,0.2187,0.3275,0.1198,1.3051,1.7341,0.6043,0.3681,0.2801,0.1451,0.2773,0.1654,0.3598,0.0738,0.1683,0.2372,0.2947,1.3049,0.8076,1.46,0.9695,0.9673,0.5049,0.2174,0.2217,0.1348,0.1434,0.1539,0.1352,0.1536,0.9436,1.6704,0.6317,2.1082,2.7592,0.8133,0.2032,0.178,0.1255,0.1159,0.1612,0.3285,0.5022,6.406,8.2876,1.1796,2.1714,2.6294,0.3994,0.1878,0.153,0.1758,0.3073,0.3505,0.0671,0.0735,0.1356,0.2689,0.4309,0.8564
sub-kLat059,task-sline,run-4,0.2,NA,0.0999,0.5044,0.3166,0.1176,0.3579,4.435,7.1997,2.5084,0.6479,0.3273,0.165,0.4303,0.2078,0.5065,3.0613,5.3785,2.4922,0.7752,3.0247,7.4626,4.9889,1.6376,0.8329,0.1511,0.1062,0.163,0.0904,0.1905,1.8381,2.8772,0.8505,0.2843,0.6181,0.2618,0.2329,0.2683,0.3235,0.5591,0.1314,0.3002,0.1842,0.1175,0.2603,0.5465,0.4704,0.1721,0.4573,0.2372,0.5351,0.1195,0.2134,0.271,0.5013,0.2393,0.1677,0.1538,0.2222,0.2361,0.1209
sub-kLat019,task-sline,run-1,0.21666666666666667,NA,2.9483,3.5271,1.3353,0.8061,0.7674,0.5159,0.4095,0.1485,0.1169,0.1332,0.1423,0.1364,0.4579,0.2563,0.1682,0.1027,0.136,0.5771,1.1923,0.7917,0.085,0.0954,0.1105,0.1768,0.0985,0.084,0.1305,0.1485,0.1057,1.4694,1.7236,3.9836,2.389,0.7176,0.3907,0.1713,0.0696,0.1333,0.0663,0.1752,0.2227,0.397,1.043,0.9744,0.2702,0.0768,0.0626,1.4027,1.5756,2.6924,1.2798,0.7782,0.1432,0.182,0.2293,0.1829,0.4144,0.1952,0.214
